Name_number;Name_submitted;Overall_score;Name_matched;Name_matched_rank;Name_score;Name_matched_author;Name_matched_url;Author_matched;Author_score;Family_matched;Family_score;Name_matched_accepted_family;Genus_matched;Genus_score;Specific_epithet_matched;Specific_epithet_score;Infraspecific_rank;Infraspecific_epithet_matched;Infraspecific_epithet_score;Infraspecific_rank_2;Infraspecific_epithet_2_matched;Infraspecific_epithet_2_score;Annotations;Unmatched_terms;Taxonomic_status;Accepted_name;Accepted_name_author;Accepted_name_rank;Accepted_name_url;Accepted_name_species;Accepted_name_family;Selected;Source;Warnings;Accepted_name_lsid
12068;OCTAPEPTIDE-20 AMIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12069;OCTAPEPTIDE-21 AMIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12070;OCTAPEPTIDE-22;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12071;OCTAPEPTIDE-22 R-THERMUS;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12072;OCTAPEPTIDE-23;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12073;OCTAPEPTIDE-24;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12074;OCTAPEPTIDE-25;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12075;OCTAPEPTIDE-26;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12076;OCTAPEPTIDE-27 AMIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12077;OCTAPEPTIDE-28;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12078;OCTAPEPTIDE-29;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12079;OCTAPEPTIDE-29 TRIFLUOROACETATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12080;OCTAPEPTIDE-3;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12081;OCTAPEPTIDE-30;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12082;OCTAPEPTIDE-31;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12083;OCTAPEPTIDE-32;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12084;OCTAPEPTIDE-33;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12085;OCTAPEPTIDE-34;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12086;OCTAPEPTIDE-35;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12087;OCTAPEPTIDE-36;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12088;OCTAPEPTIDE-37;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12089;OCTAPEPTIDE-38;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12090;OCTAPEPTIDE-39;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12091;OCTAPEPTIDE-5;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12092;OCTAPEPTIDE-6;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12093;OCTAPEPTIDE-7;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12094;OCTAPEPTIDE-8;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12095;OCTAPEPTIDE-9;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12096;OCTATRIENOIC ACID;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12097;OCTENE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12098;OCTENE HYDROFORMYLATED-DISTILLED;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12099;OCTENIDINE HCL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12100;OCTOCRYLENE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12101;OCTOXYNOL-1;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12102;OCTOXYNOL-10;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12103;OCTOXYNOL-11;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12104;OCTOXYNOL-12;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12105;OCTOXYNOL-13;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12106;OCTOXYNOL-16;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12107;OCTOXYNOL-20;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12108;OCTOXYNOL-20 CARBOXYLIC;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12109;OCTOXYNOL-25;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12110;OCTOXYNOL-3;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12111;OCTOXYNOL-30;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12112;OCTOXYNOL-33;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12113;OCTOXYNOL-40;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12114;OCTOXYNOL-5;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12115;OCTOXYNOL-6;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12116;OCTOXYNOL-7;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12117;OCTOXYNOL-70;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12118;OCTOXYNOL-8;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12119;OCTOXYNOL-9;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12120;OCTOXYNOL-9 CARBOXYLIC;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12121;OCTRIZOLE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12122;OCTYDODECYL BIS-HYDROXYPROPYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12123;OCTYL 2-BUTENOATE;0.42;Octas;genus;0.52;;http://www.theplantlist.org/tpl1.1/search?q=Octas;;;;;Aquifoliaceae;Octas;0.6;;;;;;;;;;2-BUTENOATE;No opinion;;;;;;;true;tpl; ;
12124;OCTYL ACETATE;0.34;Octas;genus;0.34;;http://www.theplantlist.org/tpl1.1/search?q=Octas;;;;;Aquifoliaceae;Octas;0.6;;;;;;;;;;ACETATE;No opinion;;;;;;;true;tpl; [Partial match] ;
12125;MONOMETHYL ACETATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12126;OCTYL FORMATE;0.34;Octas;genus;0.34;;http://www.theplantlist.org/tpl1.1/search?q=Octas;;;;;Aquifoliaceae;Octas;0.6;;;;;;;;;;FORMATE;No opinion;;;;;;;true;tpl; [Partial match] ;
12127;OCTYL ISOBUTYRATE;0.34;Octas;genus;0.34;;http://www.theplantlist.org/tpl1.1/search?q=Octas;;;;;Aquifoliaceae;Octas;0.6;;;;;;;;;;ISOBUTYRATE;No opinion;;;;;;;true;tpl; [Partial match] ;
12128;OCTYL POLYSTYRENE;0.34;Octas;genus;0.34;;http://www.theplantlist.org/tpl1.1/search?q=Octas;;;;;Aquifoliaceae;Octas;0.6;;;;;;;;;;POLYSTYRENE;No opinion;;;;;;;true;tpl; [Partial match] ;
12129;PEG-10 COPOLYMER;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12130;OCTYLDECANOL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12131;OCTYLDECYL OLEATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12132;OCTYLDECYL PHOSPHATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12133;OCTYLDODECANOL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12134;OCTYLDODECETH-10;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12135;OCTYLDODECETH-16;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12136;OCTYLDODECETH-2;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12137;OCTYLDODECETH-20;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12138;OCTYLDODECETH-25;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12139;OCTYLDODECETH-30;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12140;OCTYLDODECETH-5;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12141;OCTYLDODECYL AVOCADOATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12142;OCTYLDODECYL BEESWAX;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12143;OCTYLDODECYL BEHENATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12144;OCTYLDODECYL BENZOATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12145;OCTYLDODECYL COCOATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12146;OCTYLDODECYL DILINOLEIC;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12147;OCTYLDODECYL DIMER;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12148;OCTYLDODECYL ERUCATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12149;OCTYLDODECYL ETHYLHEXANOATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12150;OCTYLDODECYL GLUCOSIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12151;OCTYLDODECYL GLYCOL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12152;OCTYLDODECYL HYDROXYSTEARATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12153;OCTYLDODECYL ISOSTEARATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12154;OCTYLDODECYL LACTATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12155;OCTYLDODECYL LANOLATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12156;OCTYLDODECYL MEADOWFOAMATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12157;OCTYLDODECYL METHOXYCRYLENE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12158;OCTYLDODECYL MYRISTATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12159;OCTYLDODECYL NEODECANOATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12160;OCTYLDODECYL NEOPENTANOATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12161;OCTYLDODECYL OCTYLDODECANOATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12162;OCTYLDODECYL OLEATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12163;OCTYLDODECYL OLIVATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12164;OCTYLDODECYL PCA;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12165;OCTYLDODECYL RICINOLEATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12166;OCTYLDODECYL SAFFLOWERATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12167;OCTYLDODECYL SHEA;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12168;OCTYLDODECYL STEARATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12169;OCTYLDODECYL STEAROYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12170;OCTYLDODECYL XYLOSIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12171;OCTYLDODECYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12172;PPG-3 MYRISTYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12173;OCTYLDODECYLTRIMONIUM CHLORIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12174;OCTYLISOTHIAZOLINONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12175;OCTYLPHTHALIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12176;ODONTELLA AURITA;0.5;Odontella;genus;0.5;;http://www.theplantlist.org/tpl1.1/search?q=Odontella;;;;;Loranthaceae;Odontella;1;;;;;;;;;;AURITA;No opinion;;;;;;;true;tpl; [Partial match] ;
12177;ODONTIODA LAVENDER;0.5;Odontioda;genus;0.5;hort.;http://www.tropicos.org/Name/40030416;;;;;Orchidaceae;Odontioda;1;;;;;;;;;;LAVENDER;No opinion;;;;;;;true;tropicos; [Partial match] ;
12178;OENOCARPUS BACABA;1;Oenocarpus bacaba;species;1;Mart.;"http://www.theplantlist.org/tpl1.1/record/kew-138045;http://www.tropicos.org/Name/2400590";;;;;Arecaceae;Oenocarpus;1;bacaba;1;;;;;;;;;Accepted;Oenocarpus bacaba;Mart.;species;"http://www.theplantlist.org/tpl1.1/record/kew-138045;http://www.tropicos.org/Name/2400590";Oenocarpus bacaba;Arecaceae;true;"tpl;tropicos"; ;
12179;OENOCARPUS BATAUA;1;Oenocarpus bataua;species;1;Mart.;"http://www.theplantlist.org/tpl1.1/record/kew-138049;http://www.tropicos.org/Name/2400591";;;;;Arecaceae;Oenocarpus;1;bataua;1;;;;;;;;;Accepted;Oenocarpus bataua;Mart.;species;"http://www.theplantlist.org/tpl1.1/record/kew-138049;http://www.tropicos.org/Name/2400591";Oenocarpus bataua;Arecaceae;true;"tpl;tropicos"; ;
12180;OENOTHERA LACINIATA;1;Oenothera laciniata;species;1;Hill;"http://www.theplantlist.org/tpl1.1/record/kew-2398970;http://www.tropicos.org/Name/23200804;http://plants.usda.gov/java/profile?symbol=OELA";;;;;Onagraceae;Oenothera;1;laciniata;1;;;;;;;;;Accepted;Oenothera laciniata;Hill;species;"http://www.theplantlist.org/tpl1.1/record/kew-2398970;http://www.tropicos.org/Name/23200804;http://plants.usda.gov/java/profile?symbol=OELA";Oenothera laciniata;Onagraceae;true;"tpl;tropicos;usda"; ;
12181;OENOTHERA LINDHEIMERI;1;Oenothera lindheimeri;species;1;(Engelm. & A. Gray) W.L. Wagner & Hoch;http://www.theplantlist.org/tpl1.1/record/tro-50313862;;;;;Onagraceae;Oenothera;1;lindheimeri;1;;;;;;;;;Synonym;Gaura lindheimeri;Engelm. & A.Gray;species;http://www.theplantlist.org/tpl1.1/record/kew-2818180;Gaura lindheimeri;Onagraceae;true;tpl; ;
12182;OENOTHERA ROSEA;1;Oenothera rosea;species;1;L'H̩r. ex Aiton;"http://www.theplantlist.org/tpl1.1/record/kew-2399573;http://www.tropicos.org/Name/23200598;http://plants.usda.gov/java/profile?symbol=OERO";;;;;Onagraceae;Oenothera;1;rosea;1;;;;;;;;;Accepted;Oenothera rosea;L'H̩r. ex Aiton;species;"http://www.theplantlist.org/tpl1.1/record/kew-2399573;http://www.tropicos.org/Name/23200598;http://plants.usda.gov/java/profile?symbol=OERO";Oenothera rosea;Onagraceae;true;"tpl;tropicos;usda"; ;
12183;OENOTHERA TETRAPTERA;1;Oenothera tetraptera;species;1;Cav.;"http://www.theplantlist.org/tpl1.1/record/kew-2398722;http://www.tropicos.org/Name/23201009;http://plants.usda.gov/java/profile?symbol=OETE2";;;;;Onagraceae;Oenothera;1;tetraptera;1;;;;;;;;;Accepted;Oenothera tetraptera;Cav.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2398722;http://www.tropicos.org/Name/23201009;http://plants.usda.gov/java/profile?symbol=OETE2";Oenothera tetraptera;Onagraceae;true;"tpl;tropicos;usda"; ;
12184;OLAFLUR;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12185;OLAX DISSITIFLORA;1;Olax dissitiflora;species;1;Oliv.;"http://www.theplantlist.org/tpl1.1/record/kew-2400299;http://www.tropicos.org/Name/22900140";;;;;Olacaceae;Olax;1;dissitiflora;1;;;;;;;;;Accepted;Olax dissitiflora;Oliv.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2400299;http://www.tropicos.org/Name/22900140";Olax dissitiflora;Olacaceae;true;"tpl;tropicos"; ;
12186;OLDENLANDIA DIFFUSA;1;Oldenlandia diffusa;species;1;(Willd.) Roxb.;http://www.theplantlist.org/tpl1.1/record/kew-138361;;;;;Rubiaceae;Oldenlandia;1;diffusa;1;;;;;;;;;Accepted;Oldenlandia diffusa;(Willd.) Roxb.;species;http://www.theplantlist.org/tpl1.1/record/kew-138361;Oldenlandia diffusa;Rubiaceae;true;tpl; ;
12187;OLEALKONIUM CHLORIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12188;OLEAMIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12189;OLEAMIDE DEA;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12190;OLEAMIDE DIPA;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12191;OLEAMIDE MEA;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12192;OLEAMIDE MIPA;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12193;OLEAMIDE SERINOL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12194;OLEAMIDOPROPYL DIMETHYLAMINE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12195;OLEAMIDOPROPYL ETHYLDIMONIUM;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12196;OLEAMIDOPROPYL HYDROXYSULTAINE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12197;OLEAMIDOPROPYL PG-DIMONIUM;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12198;OLEAMIDOPROPYLAMINE OXIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12199;OLEAMIDOPROPYLDIMONIUM HYDROXYPROPYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12200;OLEAMINE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12201;OLEAMINE BISHYDROXYPROPYLTRIMONIUM;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12202;OLEAMINE OXIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12203;OLEANOLIC ACID;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12204;OLEANOYL SH-PENTAPEPTIDE-4;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12205;LINOLENIC POLYGLYCERIDES;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12206;OLEOCANTHAL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12207;OLEOSTEARINE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12208;OLEOYL CAMELLIA;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12209;OLEOYL COCOA;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12210;OLEOYL DIPEPTIDE-15;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12211;OLEOYL EPOXY;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12212;OLEOYL ETHYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12213;OLEOYL GRAPE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12214;OLEOYL HYDROLYZED;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12215;OLEOYL METHYLGLUCAMIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12216;OLEOYL OLEAMIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12217;OLEOYL PG-TRIMONIUM;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12218;OLEOYL PINE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12219;OLEOYL POTENTILLA;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12220;OLEOYL SARCOSINE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12221;OLEOYL TETRAPEPTIDE-31;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12222;OLEOYL TYROSINE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12223;OLEOYLOXYPHENOXY PROPIONIC;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12224;OLETH-10;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12225;OLETH-10 CARBOXYLIC;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12226;OLETH-10 PHOSPHATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12227;OLETH-100;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12228;OLETH-106;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12229;OLETH-11;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12230;OLETH-110;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12231;OLETH-12;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12232;OLETH-15;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12233;OLETH-16;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12234;OLETH-2;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12235;OLETH-2 BENZOATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12236;OLETH-2 PHOSPHATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12237;OLETH-20;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
