Name_number;Name_submitted;Overall_score;Name_matched;Name_matched_rank;Name_score;Name_matched_author;Name_matched_url;Author_matched;Author_score;Family_matched;Family_score;Name_matched_accepted_family;Genus_matched;Genus_score;Specific_epithet_matched;Specific_epithet_score;Infraspecific_rank;Infraspecific_epithet_matched;Infraspecific_epithet_score;Infraspecific_rank_2;Infraspecific_epithet_2_matched;Infraspecific_epithet_2_score;Annotations;Unmatched_terms;Taxonomic_status;Accepted_name;Accepted_name_author;Accepted_name_rank;Accepted_name_url;Accepted_name_species;Accepted_name_family;Selected;Source;Warnings;Accepted_name_lsid
12238;OLETH-20 PHOSPHATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12239;OLETH-23;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12240;OLETH-24;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12241;OLETH-25;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12242;OLETH-3;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12243;OLETH-3 CARBOXYLIC;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12244;OLETH-3 PHOSPHATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12245;OLETH-30;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12246;OLETH-35;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12247;OLETH-4;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12248;OLETH-4 PHOSPHATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12249;OLETH-40;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12250;OLETH-44;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12251;OLETH-45;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12252;OLETH-5;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12253;OLETH-5 PHOSPHATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12254;OLETH-50;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12255;OLETH-6;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12256;OLETH-6 CARBOXYLIC;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12257;OLETH-7;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12258;OLETH-8;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12259;OLETH-82;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12260;OLETH-9;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12261;OLEUROPEIN;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12262;OLEUROPEIN AGLYCONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12263;OLEUROPEINYL GLUCOSIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12264;OLEYL ACETATE;0.34;Olea;genus;0.34;;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;;;;Oleaceae;Olea;0.6;;;;;;;;;;ACETATE;Accepted;Olea;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;Oleaceae;true;"tpl;usda"; [Partial match] ;
12265;OLEYL ACETYL;0.34;Olea;genus;0.34;;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;;;;Oleaceae;Olea;0.6;;;;;;;;;;ACETYL;Accepted;Olea;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;Oleaceae;true;"tpl;usda"; [Partial match] ;
12266;OLEYL ARACHIDATE;0.34;Olea;genus;0.34;;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;;;;Oleaceae;Olea;0.6;;;;;;;;;;ARACHIDATE;Accepted;Olea;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;Oleaceae;true;"tpl;usda"; [Partial match] ;
12267;OLEYL BETAINE;0.34;Olea;genus;0.34;;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;;;;Oleaceae;Olea;0.6;;;;;;;;;;BETAINE;Accepted;Olea;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;Oleaceae;true;"tpl;usda"; [Partial match] ;
12268;OLEYL EPOXYPROPYLDIMONIUM;0.34;Olea;genus;0.34;;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;;;;Oleaceae;Olea;0.6;;;;;;;;;;EPOXYPROPYLDIMONIUM;Accepted;Olea;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;Oleaceae;true;"tpl;usda"; [Partial match] ;
12269;OLEYL ETHYL;0.34;Olea;genus;0.34;;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;;;;Oleaceae;Olea;0.6;;;;;;;;;;ETHYL;Accepted;Olea;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;Oleaceae;true;"tpl;usda"; [Partial match] ;
12270;OLEYL GLYCERYL;0.34;Olea;genus;0.34;;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;;;;Oleaceae;Olea;0.6;;;;;;;;;;GLYCERYL;Accepted;Olea;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;Oleaceae;true;"tpl;usda"; [Partial match] ;
12271;OLEYL HYDROXYETHYL;0.34;Olea;genus;0.34;;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;;;;Oleaceae;Olea;0.6;;;;;;;;;;HYDROXYETHYL;Accepted;Olea;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;Oleaceae;true;"tpl;usda"; [Partial match] ;
12272;OLEYL LACTATE;0.34;Olea;genus;0.34;;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;;;;Oleaceae;Olea;0.6;;;;;;;;;;LACTATE;Accepted;Olea;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;Oleaceae;true;"tpl;usda"; [Partial match] ;
12273;OLEYL LANOLATE;0.34;Olea;genus;0.34;;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;;;;Oleaceae;Olea;0.6;;;;;;;;;;LANOLATE;Accepted;Olea;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;Oleaceae;true;"tpl;usda"; [Partial match] ;
12274;OLEYL LINOLEATE;0.34;Olea;genus;0.34;;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;;;;Oleaceae;Olea;0.6;;;;;;;;;;LINOLEATE;Accepted;Olea;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;Oleaceae;true;"tpl;usda"; [Partial match] ;
12275;OLEYL MYRISTATE;0.34;Olea;genus;0.34;;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;;;;Oleaceae;Olea;0.6;;;;;;;;;;MYRISTATE;Accepted;Olea;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;Oleaceae;true;"tpl;usda"; [Partial match] ;
12276;OLEYL OLEATE;0.61;Olea oleaster;species;0.61;Hoffmanns. & Link;http://www.theplantlist.org/tpl1.1/record/kew-355171;;;;;Oleaceae;Olea;0.6;oleaster;0.75;;;;;;;;;Synonym;Olea europaea;L.;species;http://www.theplantlist.org/tpl1.1/record/kew-355112;Olea europaea;Oleaceae;true;tpl; ;
12277;OLEYL PALMITAMIDE;0.34;Olea;genus;0.34;;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;;;;Oleaceae;Olea;0.6;;;;;;;;;;PALMITAMIDE;Accepted;Olea;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;Oleaceae;true;"tpl;usda"; [Partial match] ;
12278;OLEYL PHOSPHATE;0.34;Olea;genus;0.34;;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;;;;Oleaceae;Olea;0.6;;;;;;;;;;PHOSPHATE;Accepted;Olea;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;Oleaceae;true;"tpl;usda"; [Partial match] ;
12279;OLEYL STEARATE;0.34;Olea;genus;0.34;;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;;;;Oleaceae;Olea;0.6;;;;;;;;;;STEARATE;Accepted;Olea;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Olea;http://plants.usda.gov/java/profile?symbol=OLEA";;Oleaceae;true;"tpl;usda"; [Partial match] ;
12280;OLI VE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12281;OLIBANUM;0.77;Origanum;genus;0.77;;http://www.theplantlist.org/tpl1.1/search?q=Origanum;;;;;Lamiaceae;Origanum;0.75;;;;;;;;;;;Accepted;Origanum;;genus;http://www.theplantlist.org/tpl1.1/search?q=Origanum;;Lamiaceae;true;tpl; ;
12282;OLIGOPEPTIDE-1;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12283;OLIGOPEPTIDE-10;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12284;OLIGOPEPTIDE-100 AMIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12285;OLIGOPEPTIDE-101 AMIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12286;OLIGOPEPTIDE-102;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12287;OLIGOPEPTIDE-103;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12288;OLIGOPEPTIDE-104;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12289;OLIGOPEPTIDE-105;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12290;OLIGOPEPTIDE-106;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12291;OLIGOPEPTIDE-107;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12292;OLIGOPEPTIDE-107 RH-POLYPEPTIDE-1;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12293;OLIGOPEPTIDE-107 SH-OLIGOPEPTIDE-1;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12294;OLIGOPEPTIDE-107 SH-POLYPEPTIDE-7;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12295;OLIGOPEPTIDE-108;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12296;OLIGOPEPTIDE-109;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12297;OLIGOPEPTIDE-11;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12298;OLIGOPEPTIDE-110;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12299;OLIGOPEPTIDE-111;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12300;OLIGOPEPTIDE-112;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12301;OLIGOPEPTIDE-113;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12302;OLIGOPEPTIDE-114;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12303;OLIGOPEPTIDE-114 ACETATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12304;OLIGOPEPTIDE-115;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12305;OLIGOPEPTIDE-116;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12306;OLIGOPEPTIDE-117;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12307;OLIGOPEPTIDE-118;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12308;OLIGOPEPTIDE-119;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12309;OLIGOPEPTIDE-12;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12310;OLIGOPEPTIDE-120;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12311;OLIGOPEPTIDE-121;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12312;OLIGOPEPTIDE-122;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12313;OLIGOPEPTIDE-123;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12314;OLIGOPEPTIDE-123 RH-OLIGOPEPTIDE-1;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12315;OLIGOPEPTIDE-123 RH-POLYPEPTIDE-1;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12316;OLIGOPEPTIDE-123 RH-POLYPEPTIDE-7;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12317;OLIGOPEPTIDE-124 AMIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12318;OLIGOPEPTIDE-125 AMIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12319;OLIGOPEPTIDE-126;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12320;OLIGOPEPTIDE-126 SH-OLIGOPEPTIDE-1;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12321;OLIGOPEPTIDE-127;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12322;OLIGOPEPTIDE-127 RH-OLIGOPEPTIDE-1;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12323;OLIGOPEPTIDE-127 RH-OLIGOPEPTIDE-4;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12324;OLIGOPEPTIDE-127 RH-POLYPEPTIDE-7;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12325;OLIGOPEPTIDE-128;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12326;OLIGOPEPTIDE-129;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12327;OLIGOPEPTIDE-13;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12328;OLIGOPEPTIDE-130;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12329;OLIGOPEPTIDE-131;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12330;OLIGOPEPTIDE-132;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12331;OLIGOPEPTIDE-133;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12332;OLIGOPEPTIDE-133 TRIPEPTIDE-44;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12333;OLIGOPEPTIDE-134;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12334;OLIGOPEPTIDE-135;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12335;OLIGOPEPTIDE-136;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12336;OLIGOPEPTIDE-137;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12337;OLIGOPEPTIDE-138;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12338;OLIGOPEPTIDE-139;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12339;OLIGOPEPTIDE-14;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12340;OLIGOPEPTIDE-140;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12341;OLIGOPEPTIDE-141;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12342;OLIGOPEPTIDE-141 HEXAPEPTIDE-8;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12343;OLIGOPEPTIDE-142;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12344;OLIGOPEPTIDE-143;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12345;OLIGOPEPTIDE-144;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12346;OLIGOPEPTIDE-145;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12347;OLIGOPEPTIDE-145 DIMER;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12348;OLIGOPEPTIDE-146;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12349;OLIGOPEPTIDE-146 DIMER;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12350;OLIGOPEPTIDE-147;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12351;OLIGOPEPTIDE-148;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12352;OLIGOPEPTIDE-149;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12353;OLIGOPEPTIDE-15;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12354;OLIGOPEPTIDE-150;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12355;OLIGOPEPTIDE-151;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12356;OLIGOPEPTIDE-152;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12357;OLIGOPEPTIDE-153;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12358;OLIGOPEPTIDE-154;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12359;OLIGOPEPTIDE-155;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12360;OLIGOPEPTIDE-156;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12361;OLIGOPEPTIDE-157;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12362;OLIGOPEPTIDE-158;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12363;OLIGOPEPTIDE-158 AMIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12364;OLIGOPEPTIDE-159;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12365;OLIGOPEPTIDE-16;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12366;OLIGOPEPTIDE-160;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12367;OLIGOPEPTIDE-160 AMIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12368;OLIGOPEPTIDE-161;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12369;OLIGOPEPTIDE-161 AMIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12370;OLIGOPEPTIDE-162;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12371;OLIGOPEPTIDE-163;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12372;OLIGOPEPTIDE-164;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12373;OLIGOPEPTIDE-166;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12374;OLIGOPEPTIDE-167;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12375;OLIGOPEPTIDE-168;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12376;OLIGOPEPTIDE-169;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12377;OLIGOPEPTIDE-17;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12378;OLIGOPEPTIDE-170;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12379;OLIGOPEPTIDE-171;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12380;OLIGOPEPTIDE-172;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12381;OLIGOPEPTIDE-173;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12382;OLIGOPEPTIDE-174;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12383;OLIGOPEPTIDE-174 SH-PENTAPEPTIDE-4;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12384;OLIGOPEPTIDE-175;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12385;OLIGOPEPTIDE-176;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12386;OLIGOPEPTIDE-177;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12387;OLIGOPEPTIDE-177 TRIFLUOROACETATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12388;OLIGOPEPTIDE-18;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12389;OLIGOPEPTIDE-19;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12390;OLIGOPEPTIDE-2;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12391;OLIGOPEPTIDE-20;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12392;OLIGOPEPTIDE-21;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12393;OLIGOPEPTIDE-22;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12394;OLIGOPEPTIDE-24;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12395;OLIGOPEPTIDE-25;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
12396;OLIGOPEPTIDE-26;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
