"Species_TNRS";"Species";"Longitude";"Latitude";"Country";"Locality";"Elevation";"Event_date";"Extracted_from";"Restriction"
"Abeliophyllum distichum";"Paspalum distichum";143,7411;-35,6166;"Australia";"M3520400"; ;"1998-01-18";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,9369;-36,4586;"Australia";"U7511000"; ;"1997-01-17";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,4775;-38,2316;"Australia";"U4051300"; ;"2004-01-29";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614418356;-32,853728731;"Australia";"locality withheld"; ;"2008-01-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,7061;-37,8436;"Australia";"T2445800"; ;"2004-01-14";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";147,916667;-41,216667;"Australia";"Along Weld River at highway to St Helens about 2 km SE of Weldborough"; ;"1974-01-11";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";115,56057;-31,47275;"Australia";""; ;"2005-01-25";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";175,649633;-40,960219;"New Zealand";""; ;"1972-01-27";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,1833;-36,6;"Australia";"Upper Lurg."; ;"1989-01-31";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,025;-25,4583333333;"Australia";"MT ROSE TAROOM DISTRICT"; ;"1996-01-26";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";115,72472222;-33,48166667;"Australia";"Preston River, Boyanup"; ;"1978-01-25";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";153,1711913;-28,26256071;"Australia";"MOUNT BITHONGABEL, MCPHERSON RANGE, LAMINGTON NP, C. 6KM SE OF O'REILLY'S GUESTHOUSE."; ;"2013-01-18";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";153,1711913;-28,26256071;"Australia";"MOUNT BITHONGABEL, MCPHERSON RANGE, LAMINGTON NP, C. 6KM SE OF O'REILLY'S GUESTHOUSE."; ;"2013-01-18";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";172,112886;-41,212837;"New Zealand";""; ;"1985-01-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,37413405;-33,51621254;"Australia";"locality withheld"; ;"2005-01-05";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,506111;-34,891944;"Australia";"In the Seaton Golf Course"; ;"1968-01-24";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";169,38001;-44,048698;"New Zealand";""; ;"2006-01-24";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,619182957;-32,85450298;"Australia";"locality withheld";13;"2008-01-31";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,7299;-37,7685;"Australia";"T0933895"; ;"2011-01-13";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";148,8688;-37,318;"Australia";"U0082400"; ;"1992-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,616767165;-32,855928422;"Australia";"locality withheld"; ;"2008-01-29";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,6423;-36,1568;"Australia";"Chiltern Pilot NP, Cyanide Dam"; ;"2003-01-13";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,598056;-34,929722;"Australia";"Adelaide. Torrens Lake"; ;"1908-01-05";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,5744722222;-17,2895555556;"Australia";"CURTAIN FIG NP, CHUMBRUMBA SWAMP OFF CHUMBRUMBA ROAD SOUTH OF YUNGABURRA"; ;"2012-01-27";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,16;-36,4366;"Australia";"F5578600"; ;"2006-01-28";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,4833;-36,8;"Australia";"Creighton Creek Public Land Water Frontage Reserve."; ;"1988-01-23";"ALA";""
"Abeliophyllum distichum";"Taxodium distichum";175,29836;-37,83167;"New Zealand";""; ;"1979-01-12";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";173;-40,9832;"New Zealand";""; ;"1982-01-27";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,602846655;-33,90008867;"Australia";"locality withheld"; ;"2005-01-10";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";166,733;-46,0833;"";""; ;"1946-01-26";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";172,295005;-42,020184;"New Zealand";""; ;"1994-01-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,9141;-37,6675;"Australia";"T0082700"; ;"1994-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum"; ; ;"Australia";"Provenance unknown"; ;"1912-01-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";175,193797;-37,759879;"New Zealand";""; ;"1990-01-19";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";115,02895;-30,29803;"Australia";""; ;"2004-01-01";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";145,75;-37,8667;"Australia";"Upper Yarra Park, Powelltown."; ;"1966-01-23";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,615191728;-32,857597629;"Australia";"locality withheld"; ;"2008-01-29";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,423658008;-34,534873067;"Australia";"locality withheld"; ;"1997-01-12";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";172,7333;-41,1833;"New Zealand";"SOUTH ISLAND: Flora Saddle-Mt Arthur Hut track, North West Nelson Forest Reserve, 25 km SSW of Motueka.";950;"1993-01-29";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,4;-37,7;"Australia";"Discretionary 10"; ;"2012-01-28";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,0736111111;-31,2777777778;"Australia";"Low lying area, Red Bobs Reserve, about 40 km south west of Gunnedah";300;"2005-01-30";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";115,716667;-32,539722;"Australia";"Mandurah"; ;"1961-01-21";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,911138682;-33,56337303;"Australia";"locality withheld"; ;"2017-01-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,95;-33,8;"Australia";"Pendle Hill Creek, near bridge crossed by Wentworth Avenue."; ;"1993-01-24";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";137,283333;-35,466667;"Australia";"Investigator Strait"; ;"1971-01-23";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";169,24;-44,2311;"New Zealand";""; ;"2002-01-11";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";140,59461;-34,30901;"Australia";"Murray River (NP)"; ;"2010-01-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,4703;-36,8188;"Australia";"51"; ;"2012-01-11";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";171,886785;-42,063445;"New Zealand";""; ;"1972-01-25";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614067093;-32,855014624;"Australia";"locality withheld"; ;"2008-01-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,9761;-37,7347;"Australia";"T0765700"; ;"2011-01-17";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,9816;-36,0136;"Australia";"F5558500"; ;"2005-01-18";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,504681072;-30,297614414;"Australia";"locality withheld";1150;"1994-01-18";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";175,0833333;-37,25;"New Zealand";""; ;"1887-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,0933;-36,4911;"Australia";"F5576300"; ;"2006-01-26";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,1667;-35,25;"Australia";"Griffith.  Sheet 8129.  Series R651.  Grid reference DC45115."; ;"1980-01-21";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,620506062;-32,553700099;"Australia";"locality withheld"; ;"2007-01-10";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,678132168;-32,825825389;"Australia";"locality withheld"; ;"2011-01-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,619182957;-32,85450298;"Australia";"locality withheld";13;"2008-01-31";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,1155;-38,1493;"Australia";"The Heart Morass DC8"; ;"2013-01-15";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,49604618;-29,188829634;"Australia";"locality withheld";150;"1993-01-29";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";173,567;-41,3;"New Zealand";""; ;"1942-01-31";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,9302;-37,7138;"Australia";"T0760100"; ;"2011-01-27";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,3;-37,7;"Australia";"BRC2 E81"; ;"2012-01-28";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";167,85;-47,0333;"New Zealand";""; ;"1938-01-01";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";115,6989;-31,69055;"Australia";"Mindarie Boat Harbour"; ;"2003-01-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,367847268;-34,83176407;"Australia";"locality withheld"; ;"1932-01-03";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";148,394086642;-35,347326091;"Australia";"locality withheld"; ;"2001-01-05";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";140,633333;-34,3;"Australia";"Martin Bend boat landing area"; ;"1983-01-20";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,0786;-37,6525;"Australia";"T0000800"; ;"2004-01-23";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,0736111;-31,2777778;"Australia";"Low lying area, Red Bobs Reserve, about 40 km south west of Gunnedah.";300;"2005-01-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,94136384;-30,720910975;"Australia";"locality withheld"; ;"2013-01-17";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";176,338611;-38,033137;"New Zealand";""; ;"1963-01-21";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";175,0833333;-37,25;"New Zealand";""; ;"1887-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";148,3072;-37,4413;"Australia";"F1629900"; ;"1990-01-13";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614067093;-32,855014624;"Australia";"locality withheld"; ;"2008-01-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,479093193;-33,117213862;"Australia";"locality withheld"; ;"2002-01-15";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,8;-36,6;"Australia";"BRC2_NC170"; ;"2012-01-19";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";175,464878;-36,524573;"New Zealand";""; ;"1947-01-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,12;-33,95;"Australia";"Rockdale."; ;"1903-01-03";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";115,02895;-30,29803;"Australia";""; ;"2004-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614067093;-32,855014624;"Australia";"locality withheld"; ;"2008-01-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,846507837;-35,419562455;"Australia";"locality withheld";270;"1997-01-25";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,399492317;-33,307315582;"Australia";"locality withheld"; ;"2005-01-18";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,951158535;-33,798424557;"Australia";"locality withheld"; ;"1993-01-24";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,619182957;-32,85450298;"Australia";"locality withheld";13;"2008-01-31";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,513334513;-30,685645797;"Australia";"locality withheld";144;"2006-01-27";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,9447;-37,6591;"Australia";"T2434900"; ;"2003-01-02";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,2531;-38,0641;"Australia";"Cranbourne Wetlands: Quadrat 8 - N0030047"; ;"2010-01-14";"ALA";""
"Abeliophyllum distichum";"Taxodium distichum"; ; ;"New Zealand";""; ;"1988-01-21";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";175,013;-41,2558;"New Zealand";""; ;"2004-01-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,458;-38,1788;"Australia";"U0095400"; ;"2010-01-06";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";175,773;-39,0575;"New Zealand";""; ;"1932-01-01";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";171,367;-42,1167;"New Zealand";""; ;"1984-01-19";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";115,6012;-33,39321667;"Australia";"Geographe Bay, Bunbury"; ;"2003-01-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,5196906266;-26,5324388217;"Australia";"YABBA CK AT HEAD OF BORUMBA DAM SW OF IMBIL 9444-521652"; ;"1997-01-29";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";115,7185;-31,79902;"Australia";""; ;"2005-01-24";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,5363;-38,0708;"Australia";"T3290300"; ;"1972-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,6383;-37,7913;"Australia";"E0366300"; ;"2005-01-22";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,8477;-37,6466;"Australia";"T4055900"; ;"1810-01-01";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";145,35;-37,8167;"Australia";"Dandenong Ranges."; ;"1853-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,616767165;-32,855928422;"Australia";"locality withheld"; ;"2008-01-29";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,807564678;-34,471480836;"Australia";"locality withheld"; ;"2014-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,56778507;-29,515093811;"Australia";"locality withheld"; ;"1932-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";176,866437;-37,923921;"New Zealand";""; ;"1956-01-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,534511509;-34,881763097;"Australia";"locality withheld"; ;"1922-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,346917308;-34,567760474;"Australia";"locality withheld"; ;"2004-01-27";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";115,5022;-20,64668333;"Australia";"Barrow Island"; ;"2014-01-27";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,1719;-38,1169;"Australia";"T2485300"; ;"2008-01-09";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,7652;-35,4166;"Australia";"D1951900"; ;"2000-01-28";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,61315554;-32,860028362;"Australia";"locality withheld"; ;"2008-01-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,963789352;-30,857995476;"Australia";"locality withheld"; ;"2011-01-03";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";171,531;-42,8644;"New Zealand";""; ;"1943-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,61315554;-32,860028362;"Australia";"locality withheld"; ;"2008-01-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";153,1987679;-27,67562961;"Australia";""; ;"2007-01-23";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,7122;-37,8272;"Australia";"T2503500"; ;"2010-01-15";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";148,8688;-37,3163;"Australia";"U0082200"; ;"1992-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,7413;-35,6275;"Australia";"M3520300"; ;"1998-01-17";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,978;-37,7386;"Australia";"T0764300"; ;"2011-01-04";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";172,402;-42,3789;"New Zealand";""; ;"2007-01-22";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,9533;-37,6944;"Australia";"T0756300"; ;"2011-01-19";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";115,54717;-31,44857;"Australia";""; ;"2005-01-25";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,75;-18,6833;"Australia";"Conjuboy Station."; ;"1954-01-26";"ALA";""
"Abeliophyllum distichum";"Thinopyrum distichum";115,32805556;-31,02333333;"Australia";"Lancelin"; ;"1971-01-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,8991;-36,1533;"Australia";"S0025500"; ;"2002-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";176,542223;-38,042744;"New Zealand";""; ;"1963-01-26";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";173,744;-35,2328;"New Zealand";""; ;"1985-01-24";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,633;-38,0247;"Australia";"S3819600"; ;"2002-01-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";175,246823;-40,644438;"New Zealand";""; ;"1969-01-01";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";115,64233333;-33,30741667;"Australia";"Bunbury Harbour"; ;"2003-01-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,3538;-37,6738;"Australia";"S3835500"; ;"2002-01-23";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,9391;-37,6141;"Australia";"T2100300"; ;"1995-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,0260896271;-25,4567499162;"Australia";"MT ROSE TAROOM DISTRICT"; ;"1996-01-26";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";145,566667;-41,275;"Australia";"Saxons Road"; ;"1992-01-28";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,9733;-37,7344;"Australia";"T0765400"; ;"2011-01-17";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,893;-36,4308;"Australia";"U7510600"; ;"1997-01-03";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,7;-37,7;"Australia";"SW378"; ;"2012-01-26";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";115,56086667;-31,50418333;"Australia";"Two Rocks"; ;"2003-01-21";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,46330103;-33,404621808;"Australia";"locality withheld"; ;"2016-01-11";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";146,228674;-41,577901;"Australia";"Croesus Cave State Reserve"; ;"1993-01-26";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,5;-28,5;"Australia";"BETWEEN INGLEWOOD & MILLMERRAN"; ;"1934-01-20";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,6925;-36,9461;"Australia";"F5559000"; ;"2005-01-04";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,619413883;-32,855461594;"Australia";"locality withheld"; ;"2008-01-29";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum"; ; ;"New Zealand";""; ;"1976-01-01";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";146,28504;-41,579166;"Australia";"Marakoopa Cave State Reserve"; ;"1993-01-25";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,671388594;-33,807046964;"Australia";"locality withheld"; ;"2014-01-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,074756976;-31,276207058;"Australia";"locality withheld";300;"2005-01-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,9683;-37,733;"Australia";"T0763500"; ;"2011-01-17";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,8852;-37,7563;"Australia";"T2420100"; ;"1997-01-08";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,1266;-38,005;"Australia";"N0216300"; ;"1993-01-15";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum"; ; ;"New Zealand";""; ;"2014-01-10";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,1833333333;-34,5;"Australia";"Yanco, Farm 1306, near Whitton (Mr G. Kayess)"; ;"1983-01-07";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614067093;-32,855014624;"Australia";"locality withheld"; ;"2008-01-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,117824512;-33,948422705;"Australia";"locality withheld"; ;"1903-01-03";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,0180534313;-27,3789781244;"Australia";"46.3KM W OF TARA, TOWARDS MEANDARRA"; ;"2002-01-26";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,487562786;-33,248089862;"Australia";"locality withheld"; ;"1999-01-23";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,4142;-36,9652;"Australia";"52"; ;"2012-01-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,2133;-37,723;"Australia";"T0366200"; ;"1997-01-23";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";172,7333;-41,1833;"New Zealand";"SOUTH ISLAND:  Flora Saddle-Mt Arthur Hut track, North West Nelson Forest Reserve, 25 km SSW of Motueka.";950;"1993-01-29";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,487562786;-33,248089862;"Australia";"locality withheld"; ;"1999-01-15";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,917753262;-30,565076019;"Australia";"locality withheld";425;"1988-01-15";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,9719;-37,735;"Australia";"T0763700"; ;"2011-01-17";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,480176023;-30,039817766;"Australia";"locality withheld";420;"1991-01-17";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614407997;-32,858517954;"Australia";"locality withheld"; ;"2008-01-29";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,7919;-37,8105;"Australia";"E1312400"; ;"1989-01-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,9766;-36,0102;"Australia";"F5558600"; ;"2005-01-18";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,1497;-36,4016;"Australia";"F5577500"; ;"2006-01-27";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,2525;-38,0632;"Australia";"Cranbourne Wetlands: Quadrat 2 - N0030041"; ;"2010-01-13";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,619182957;-32,85450298;"Australia";"locality withheld";13;"2008-01-31";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,7688;-36,0411;"Australia";"U7508400"; ;"1992-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,6569;-37,9019;"Australia";"T0606000"; ;"2007-01-31";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,7141;-38,0116;"Australia";"U0702900"; ;"2009-01-19";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";137,283333;-35,35;"Australia";"Investigator Strait"; ;"1971-01-24";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,392185781;-33,476911774;"Australia";"locality withheld";5;"2003-01-22";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,7;-36,8;"Australia";"BRC2_NC268"; ;"2011-01-03";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";148,01235;-33,388355;"Australia";"locality withheld"; ;"2017-01-30";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";173,867;-40,85;"New Zealand";""; ;"1988-01-21";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";115,56086667;-31,50418333;"Australia";"Two Rocks"; ;"2003-01-21";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,1494;-37,8227;"Australia";"S1006200"; ;"1992-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,616767165;-32,855928422;"Australia";"locality withheld"; ;"2008-01-29";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";174,783;-36,9167;"New Zealand";""; ;"1979-01-18";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,506111;-34,891944;"Australia";"In the Seaton Golf Course"; ;"1968-01-24";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";115,71538333;-31,76981667;"Australia";"Ocean Reef"; ;"2003-01-21";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,57;-29,52;"Australia";"Warialda."; ;"1932-01-01";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";167,992;-46,37;"New Zealand";""; ;"2007-01-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,1047;-36,4847;"Australia";"F5576200"; ;"2006-01-26";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";167,811;-46,2707;"New Zealand";""; ;"1956-01-20";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";169,349;-46,5982;"New Zealand";""; ;"1973-01-13";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,682676632;-34,231918507;"Australia";"locality withheld"; ;"2014-01-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,37;-34,83;"Australia";"Bank of Shoalhaven River, 15 miles [24 km] W of Nowra."; ;"1932-01-03";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,219673349;-28,848326758;"Australia";"locality withheld"; ;"1992-01-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614407997;-32,858517954;"Australia";"locality withheld"; ;"2008-01-29";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,333;-37,9583;"Australia";"O3612800"; ;"1991-01-09";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";148,2791;-37,4775;"Australia";"F1631200"; ;"1990-01-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,0544;-36,4486;"Australia";"F5576600"; ;"2006-01-27";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,9708;-37,6463;"Australia";"E0315000"; ;"1988-01-11";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,8341;-37,6533;"Australia";"S1026600"; ;"1994-01-10";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";115,84842806;-32,03767016;"Australia";"Blue Gum Lake Reserve"; ;"2000-01-25";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,2564;-38,0637;"Australia";"Cranbourne Wetlands: Quadrat 7 - N0030046"; ;"2010-01-13";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,67;-33,62;"Australia";"Yarramundi, on the Nepean River, SW of Richmond."; ;"1983-01-19";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";133,315556;-32,475556;"Australia";"Egg I[sland], Isles of St. Francis"; ;"1971-01-07";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";173,794814;-35,366228;"New Zealand";""; ;"1981-01-22";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";175,275;-37,987;"New Zealand";""; ;"1934-01-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,2;-38,65;"Australia";"Foster."; ;"1926-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,615191728;-32,857597629;"Australia";"locality withheld"; ;"2008-01-29";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";167,735;-47,0787;"New Zealand";""; ;"1949-01-19";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";153,515834142;-28,175686982;"Australia";"locality withheld"; ;"2015-01-29";"ALA";""
